41,4.97287654876709 
26,5.063497066497803 
10,5.362272262573242 
17,5.739741563796997 
0,5.44921875 
16,5.738299369812012 
46,5.494948387145996 
34,5.5916383266448975 
80,5.569589138031006 
5,5.645781517028809 
33,5.678151607513428 
95,5.7551069259643555 
13,6.318849086761475 
56,5.8525214195251465 
42,5.347327709197998 
12,6.594046354293823 
89,6.00905966758728 
20,6.501524925231934 
39,6.101360321044922 
37,6.187842607498169 
71,6.122722148895264 
29,6.277797222137451 
19,5.718653202056885 
15,6.539409399032593 
23,6.6462907791137695 
74,6.520541191101074 
66,6.6651222705841064 
22,6.618706703186035 
35,5.5311057567596436 
49,6.608296632766724 
73,6.677634954452515 
82,6.278971910476685 
18,5.663526773452759 
14,5.793428182601929 
47,6.141409158706665 
67,6.789718151092529 
28,6.672530174255371 
81,6.304538726806641 
50,6.703940391540527 
32,5.58793044090271 
72,6.769181728363037 
40,5.67081880569458 
3,5.93626594543457 
83,6.292950868606567 
65,6.578719139099121 
51,6.58663272857666 
53,6.864898920059204 
75,6.398516893386841 
48,6.87268590927124 
43,5.855614423751831 
54,6.94810152053833 
21,6.0121238231658936 
44,6.367768287658691 
11,6.139541387557983 
88,6.669367074966431 
64,6.635848522186279 
24,6.090825080871582 
77,6.985155820846558 
52,6.823296070098877 
30,6.523529767990112 
45,5.832508563995361 
92,6.684423208236694 
55,6.550588130950928 
86,7.146431922912598 
38,5.971606969833374 
36,6.300669431686401 
9,6.167448043823242 
85,7.163036823272705 
78,7.238281965255737 
87,7.211874008178711 
79,7.264727830886841 
25,6.083050489425659 
59,6.870357275009155 
57,6.849248886108398 
84,6.961099863052368 
58,6.753191232681274 
63,7.269562244415283 
94,6.843222379684448 
31,6.237565517425537 
91,6.79783821105957 
61,7.413421154022217 
93,6.891388654708862 
1,6.132925271987915 
8,6.2961719036102295 
76,6.780390977859497 
90,6.812371492385864 
62,7.320867538452148 
2,6.189087867736816 
70,6.936168193817139 
60,7.279702425003052 
27,6.250818967819214 
68,6.958134412765503 
69,6.965794324874878 
4,6.539657831192017 
7,6.595569610595703 
6,6.576423645019531 
